OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
2021,Northrop,2022-2023,4,271123308073,1/6/23 12:00 AM,2:26 PM,1/6/23 2:26 PM,2111 RIVER TERR. E,44.95607,-93.208902,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,2,4,-10375967.5080654,5614608.25609812
2022,Northrop,2022-2023,4,271123308072,1/6/23 12:00 AM,1:38 PM,1/6/23 1:38 PM,7 ARTHUR AVE SE,44.970495,-93.214898,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,2,4,-10376634.9796783,5616877.72319171
2023,Northrop,2022-2023,4,271123308071,1/6/23 12:00 AM,12:56 PM,1/6/23 12:56 PM,83 EMERALD ST SE,44.966511,-93.207663,478.1000(c),Snow emergency parking restrictions - odd number address,0, , ,2,0,-10375829.5831629,5616250.86839204
2024,Northrop,2022-2023,4,271123308070,1/6/23 12:00 AM,12:47 PM,1/6/23 12:47 PM,129 BEDFORD ST SE,44.96488,-93.208631,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,2,4,-10375937.3404938,5615994.25447001
2025,Northrop,2022-2023,4,271123308069,1/6/23 12:00 AM,12:33 PM,1/6/23 12:33 PM,325 30TH AVE SE,44.971294,-93.213323,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,2,4,-10376459.6515041,5617003.4455359
2026,Northrop,2022-2023,4,271123308068,1/6/23 12:00 AM,10:05 AM,1/6/23 10:05 AM,403 9TH AVE NE,44.99819,-93.261497,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony West,Northeast,2,2,-10381822.3566792,5621236.54327909
2027,Northrop,2022-2023,4,271123308067,1/6/23 12:00 AM,9:54 AM,1/6/23 9:54 AM,521 4TH ST NE,44.995587,-93.259805,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony West,Northeast,2,2,-10381634.0041246,5620826.7763877
2028,Northrop,2022-2023,4,271123308066,1/6/23 12:00 AM,9:49 AM,1/6/23 9:49 AM,327 4TH ST NE,44.992472,-93.257668,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony West,Northeast,2,2,-10381396.1143146,5620336.43452178
2029,Northrop,2022-2023,4,271123308065,1/6/23 12:00 AM,9:44 AM,1/6/23 9:44 AM,107 5TH ST NE,44.990255,-93.254572,478.1000(c),Snow emergency parking restrictions - odd number address,3,Nicollet Island - East Bank,University,2,2,-10381051.4691955,5619987.4658885
2030,Northrop,2022-2023,4,271123308064,1/6/23 12:00 AM,9:31 AM,1/6/23 9:31 AM,611 5TH ST SE,44.995767,-93.258155,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony West,Northeast,2,2,-10381450.3269039,5620855.11159849
2031,Northrop,2022-2023,4,271123308063,1/6/23 12:00 AM,9:01 AM,1/6/23 9:01 AM,683 SUMMER ST NE,44.996919,-93.253503,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony East,Northeast,2,2,-10380932.4686783,5621036.45885701
2032,Northrop,2022-2023,4,271123308062,1/6/23 12:00 AM,8:29 AM,1/6/23 8:29 AM,323 4TH AVE NE,44.992686,-93.25829,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony West,Northeast,2,2,-10381465.3550274,5620370.12007552
2033,Northrop,2022-2023,4,271123308061,1/6/23 12:00 AM,8:17 AM,1/6/23 8:17 AM,513 3RD AVE NE,44.992505,-93.254677,478.1000(c),Snow emergency parking restrictions - odd number address,3,St. Anthony East,Northeast,2,2,-10381063.1577805,5620341.62897186
2034,Northrop,2022-2023,4,271123308060,1/5/23 12:00 AM,2:01 PM,1/5/23 2:01 PM,222 19TH AVE NE,45.007455,-93.26515,478.1000(b),Snow emergency parking restrictions - even number address,3,Bottineau,Northeast,2,2,-10382229.0067107,5622695.19978355
2035,Northrop,2022-2023,4,271123308059,1/5/23 12:00 AM,1:56 PM,1/5/23 1:56 PM,412 19TH AVE NE,45.007454,-93.260765,478.1000(b),Snow emergency parking restrictions - even number address,1,Holland,Northeast,2,2,-10381740.8707583,5622695.04232627
2036,Northrop,2022-2023,4,271123308058,1/5/23 12:00 AM,1:53 PM,1/5/23 1:53 PM,624 19TH AVE NE,45.007466,-93.257328,478.1000(b),Snow emergency parking restrictions - even number address,1,Holland,Northeast,2,2,-10381358.2657444,5622696.93167222
2037,Northrop,2022-2023,4,271123308057,1/5/23 12:00 AM,1:50 PM,1/5/23 1:50 PM,638 19TH AVE NE,45.007468,-93.256331,478.1000(b),Snow emergency parking restrictions - even number address,1,Logan Park,Northeast,2,2,-10381247.2801996,5622697.24658685
2038,Northrop,2022-2023,4,271123308056,1/5/23 12:00 AM,1:40 PM,1/5/23 1:40 PM,946 18 1/2 AVE NE,45.006938,-93.246447,478.1000(b),Snow emergency parking restrictions - even number address,1,Windom Park,Northeast,2,2,-10380146.9983697,5622613.7984175
2039,Northrop,2022-2023,4,271123308055,1/5/23 12:00 AM,1:26 PM,1/5/23 1:26 PM,612 18TH AVE NE,45.006361,-93.256782,478.1000(b),Snow emergency parking restrictions - even number address,1,Logan Park,Northeast,2,2,-10381297.4853026,5622522.95109107
2040,Northrop,2022-2023,4,271123308054,1/5/23 12:00 AM,12:53 PM,1/5/23 12:53 PM,38 17TH AVE NE,45.006029,-93.270367,478.1000(b),Snow emergency parking restrictions - even number address,3,Bottineau,Northeast,2,2,-10382809.7605459,5622470.67883032
2041,Northrop,2022-2023,4,271123308053,1/5/23 12:00 AM,12:45 PM,1/5/23 12:45 PM,302 17TH AVE NE,45.005301,-93.264549,478.1000(b),Snow emergency parking restrictions - even number address,3,Bottineau,Northeast,2,2,-10382162.103715,5622356.0587497
2042,Northrop,2022-2023,4,271123308052,1/5/23 12:00 AM,12:43 PM,1/5/23 12:43 PM,314 17TH AVE NE,45.005312,-93.264113,478.1000(b),Snow emergency parking restrictions - even number address,3,Bottineau,Northeast,2,2,-10382113.5684814,5622357.79071484
2043,Northrop,2022-2023,4,271123308051,1/5/23 12:00 AM,12:41 PM,1/5/23 12:41 PM,316 17TH AVE NE,45.005325,-93.263943,478.1000(b),Snow emergency parking restrictions - even number address,3,Bottineau,Northeast,2,2,-10382094.6440961,5622359.83744157
2044,Northrop,2022-2023,4,271123308050,1/5/23 12:00 AM,12:21 PM,1/5/23 12:21 PM,340 15TH AVE NE,45.003074,-93.262544,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10381938.9081548,5622005.4375242
2045,Northrop,2022-2023,4,271123308049,1/5/23 12:00 AM,12:19 PM,1/5/23 12:19 PM,318 15TH AVE NE,45.003055,-93.263484,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10382043.5484962,5622002.44620671
2046,Northrop,2022-2023,4,271123308048,1/5/23 12:00 AM,12:06 PM,1/5/23 12:06 PM,118 16TH AVE NE,45.003883,-93.268509,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10382602.9289045,5622132.80581833
2047,Northrop,2022-2023,4,271123308047,1/5/23 12:00 AM,11:56 AM,1/5/23 11:56 AM,328 12TH AVE NE,44.999809,-93.263362,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10382029.9674928,5621491.41724616
2048,Northrop,2022-2023,4,271123308046,1/5/23 12:00 AM,11:51 AM,1/5/23 11:51 AM,222 12TH AVE NE,44.999782,-93.265053,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10382218.2087227,5621487.16660948
2049,Northrop,2022-2023,4,271123308045,1/5/23 12:00 AM,11:48 AM,1/5/23 11:48 AM,210 12TH AVE NE,44.999802,-93.265545,478.1000(b),Snow emergency parking restrictions - even number address,3,Sheridan,Northeast,2,2,-10382272.9779351,5621490.31519234
2050,Northrop,2022-2023,4,271123308044,1/5/23 12:00 AM,11:12 AM,1/5/23 11:12 AM,916 MAIN ST NE,44.997132,-93.266284,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382355.2430282,5621069.98959596
2051,Northrop,2022-2023,4,271123308043,1/5/23 12:00 AM,11:07 AM,1/5/23 11:07 AM,1010 MAIN ST NE,44.997986,-93.266922,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382426.2649349,5621204.42866068
2052,Northrop,2022-2023,4,271123308042,1/5/23 12:00 AM,11:04 AM,1/5/23 11:04 AM,1018 MAIN ST NE,44.998165,-93.267026,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382437.8420952,5621232.60762603
2053,Northrop,2022-2023,4,271123308041,1/5/23 12:00 AM,10:54 AM,1/5/23 10:54 AM,128 11TH AVE NE,44.99852,-93.2676,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382501.7395263,5621288.4935226
2054,Northrop,2022-2023,4,271123308040,1/5/23 12:00 AM,10:47 AM,1/5/23 10:47 AM,156 10TH AVE NE,44.998034,-93.265412,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382258.1724608,5621211.98508117
2055,Northrop,2022-2023,4,271123308039,1/5/23 12:00 AM,10:44 AM,1/5/23 10:44 AM,146 10TH AVE NE,44.997936,-93.265658,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10382285.557017,5621196.55752586
2056,Northrop,2022-2023,4,271123308038,1/5/23 12:00 AM,10:33 AM,1/5/23 10:33 AM,822 4TH ST NE,44.997908,-93.261423,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381814.1190574,5621192.14959708
2057,Northrop,2022-2023,4,271123308037,1/5/23 12:00 AM,10:29 AM,1/5/23 10:29 AM,506 4TH ST NE,44.994316,-93.258993,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381543.6126342,5620626.70105425
2058,Northrop,2022-2023,4,271123308036,1/5/23 12:00 AM,10:20 AM,1/5/23 10:20 AM,312 5TH ST NE,44.992427,-93.25592,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381201.5278814,5620329.35108264
2059,Northrop,2022-2023,4,271123308035,1/5/23 12:00 AM,10:17 AM,1/5/23 10:17 AM,320 5TH ST NE,44.992708,-93.256107,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381222.344585,5620373.58310202
2060,Northrop,2022-2023,4,271123308034,1/5/23 12:00 AM,10:15 AM,1/5/23 10:15 AM,324 5TH ST NE,44.992842,-93.256255,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381238.8199286,5620394.67598166
2061,Northrop,2022-2023,4,271123308033,1/5/23 12:00 AM,10:05 AM,1/5/23 10:05 AM,820 5TH ST NE,44.998314,-93.259964,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381651.7038388,5621256.06385491
2062,Northrop,2022-2023,4,271123308032,1/5/23 12:00 AM,10:03 AM,1/5/23 10:03 AM,828 5TH ST NE,44.99843,-93.260118,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381668.8471302,5621274.32515461
2063,Northrop,2022-2023,4,271123308030,1/5/23 12:00 AM,9:29 AM,1/5/23 9:29 AM,642 OLD ST ANTHONY LN,44.997921,-93.257168,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony East,Northeast,2,2,-10381340.4546054,5621194.19605933
2064,Northrop,2022-2023,4,271123308029,1/5/23 12:00 AM,9:18 AM,1/5/23 9:18 AM,912 SUMMER ST NE,44.996922,-93.248046,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony East,Northeast,2,2,-10380324.9982348,5621036.93114201
2065,Northrop,2022-2023,4,271123308028,1/5/23 12:00 AM,9:16 AM,1/5/23 9:16 AM,910 SUMMER ST NE,44.996895,-93.248224,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony East,Northeast,2,2,-10380344.8130168,5621032.6807195
2066,Northrop,2022-2023,4,271123308027,1/5/23 12:00 AM,8:54 AM,1/5/23 8:54 AM,216 7TH AVE NE,44.995356,-93.262589,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381943.9175626,5620790.4130613
2067,Northrop,2022-2023,4,271123308026,1/5/23 12:00 AM,8:23 AM,1/5/23 8:23 AM,729 3RD ST NE,44.993574,-93.251694,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony East,Northeast,2,2,-10380731.0916432,5620509.90067625
2068,Northrop,2022-2023,4,271123308025,1/5/23 12:00 AM,8:15 AM,1/5/23 8:15 AM,108 3RD ST NE,44.990251,-93.260589,478.1000(b),Snow emergency parking restrictions - even number address,3,St. Anthony West,Northeast,2,2,-10381721.2785254,5619986.83624843
2069,Northrop,2022-2023,4,271123307809,1/5/23 12:00 AM,1:21 AM,1/5/23 1:21 AM,2739 BLAISDELL AVE,44.952435,-93.279704,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383849.1506094,5614036.45605546
2070,Northrop,2022-2023,4,271123307808,1/5/23 12:00 AM,1:19 AM,1/5/23 1:19 AM,2739 BLAISDELL AVE,44.952559,-93.279667,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383845.0317986,5614055.96120369
2071,Northrop,2022-2023,4,271123307807,1/5/23 12:00 AM,1:17 AM,1/5/23 1:17 AM,2739 BLAISDELL AVE,44.95268,-93.279629,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383840.8016631,5614074.99433179
2072,Northrop,2022-2023,4,271123307806,1/5/23 12:00 AM,1:15 AM,1/5/23 1:15 AM,2739 BLAISDELL AVE,44.952773,-93.279694,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383848.0374633,5614089.62332219
2073,Northrop,2022-2023,4,271123307805,1/5/23 12:00 AM,1:14 AM,1/5/23 1:14 AM,2739 BLAISDELL AVE,44.952823,-93.279652,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383843.3620293,5614097.48826042
2074,Northrop,2022-2023,4,271123307804,1/5/23 12:00 AM,1:11 AM,1/5/23 1:11 AM,2739 BLAISDELL AVE,44.952935,-93.279672,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383845.5884217,5614115.10584878
2075,Northrop,2022-2023,4,271123307803,1/5/23 12:00 AM,1:09 AM,1/5/23 1:09 AM,2723 BLAISDELL AVE,44.953041,-93.279668,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383845.1431232,5614131.77976543
2076,Northrop,2022-2023,4,271123307802,1/5/23 12:00 AM,1:07 AM,1/5/23 1:07 AM,2723 BLAISDELL AVE,44.95311,-93.279689,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383847.4808402,5614142.63345247
2077,Northrop,2022-2023,4,271123307801,1/5/23 12:00 AM,1:04 AM,1/5/23 1:04 AM,2707 BLAISDELL AVE,44.953319,-93.279668,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383845.1431232,5614175.50949219
2078,Northrop,2022-2023,4,271123307800,1/5/23 12:00 AM,1:02 AM,1/5/23 1:02 AM,2707 BLAISDELL AVE,44.95338,-93.279665,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383844.8091493,5614185.10476095
2079,Northrop,2022-2023,4,271123307799,1/5/23 12:00 AM,12:57 AM,1/5/23 12:57 AM,2677 BLAISDELL AVE,44.954014,-93.279643,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383842.3601077,5614284.83459443
2080,Northrop,2022-2023,4,271123307798,1/5/23 12:00 AM,12:54 AM,1/5/23 12:54 AM,2677 BLAISDELL AVE,44.954054,-93.27965,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383843.1393801,5614291.12673711
2081,Northrop,2022-2023,4,271123307797,1/5/23 12:00 AM,12:22 AM,1/5/23 12:22 AM,2655 BLAISDELL AVE,44.954278,-93.279654,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383843.5846786,5614326.36270403
2082,Northrop,2022-2023,4,271123307796,1/5/23 12:00 AM,12:20 AM,1/5/23 12:20 AM,2655 BLAISDELL AVE,44.954336,-93.279655,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383843.6960032,5614335.48634017
2083,Northrop,2022-2023,4,271123307795,1/5/23 12:00 AM,12:15 AM,1/5/23 12:15 AM,2623 BLAISDELL AVE,44.955066,-93.279678,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383846.2563694,5614450.31920811
2084,Northrop,2022-2023,4,271123307794,1/5/23 12:00 AM,12:11 AM,1/5/23 12:11 AM,2569 BLAISDELL AVE,44.955897,-93.279679,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383846.3675939,5614581.04156455
2085,Northrop,2022-2023,4,271123307793,1/5/23 12:00 AM,12:08 AM,1/5/23 12:08 AM,2552 BLAISDELL AVE,44.956117,-93.279642,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383842.2487831,5614615.64953916
2086,Northrop,2022-2023,4,271123307792,1/5/23 12:00 AM,12:05 AM,1/5/23 12:05 AM,2533 BLAISDELL AVE,44.956488,-93.279679,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383846.3675939,5614674.01140595
2087,Northrop,2022-2023,4,271123307791,1/5/23 12:00 AM,12:03 AM,1/5/23 12:03 AM,2533 BLAISDELL AVE,44.956585,-93.279642,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,2,3,-10383842.2487831,5614689.27049616
2088,Northrop,2022-2023,4,271123307790,1/5/23 12:00 AM,12:01 AM,1/5/23 12:01 AM,2470 BLAISDELL AVE,44.957858,-93.279693,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383847.9261387,5614889.52886944
2089,Northrop,2022-2023,4,271123307789,1/5/23 12:00 AM,12:00 AM,1/5/23 12:00 AM,2455 BLAISDELL AVE,44.957954,-93.279686,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383847.1468663,5614904.63100258
2090,Northrop,2022-2023,4,271123307788,1/4/23 12:00 AM,11:59 PM,1/4/23 11:59 PM,2455 BLAISDELL AVE,44.958026,-93.279658,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383844.0299771,5614915.95758365
2091,Northrop,2022-2023,4,271123307787,1/4/23 12:00 AM,11:54 PM,1/4/23 11:54 PM,2437 BLAISDELL AVE,44.958435,-93.279654,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383843.5846786,5614980.29936998
2092,Northrop,2022-2023,4,271123307786,1/4/23 12:00 AM,11:51 PM,1/4/23 11:51 PM,2420 BLAISDELL AVE,44.958596,-93.279658,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383844.0299771,5615005.62722933
2093,Northrop,2022-2023,4,271123307785,1/4/23 12:00 AM,11:46 PM,1/4/23 11:46 PM,2403 BLAISDELL AVE,44.958709,-93.279645,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383842.5827569,5615023.40391361
2094,Northrop,2022-2023,4,271123307784,1/4/23 12:00 AM,11:42 PM,1/4/23 11:42 PM,2308 BLAISDELL AVE,44.959573,-93.279639,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383841.9149093,5615159.32617885
2095,Northrop,2022-2023,4,271123307783,1/4/23 12:00 AM,11:40 PM,1/4/23 11:40 PM,2272 BLAISDELL AVE,44.959817,-93.279584,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383835.7922552,5615197.71192279
2096,Northrop,2022-2023,4,271123307782,1/4/23 12:00 AM,11:38 PM,1/4/23 11:38 PM,2272 BLAISDELL AVE,44.960023,-93.2797,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383848.7053109,5615230.11982415
2097,Northrop,2022-2023,4,271123307781,1/4/23 12:00 AM,11:36 PM,1/4/23 11:36 PM,2239 BLAISDELL AVE,44.960383,-93.279573,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383834.5677844,5615286.75505528
2098,Northrop,2022-2023,4,271123307780,1/4/23 12:00 AM,11:32 PM,1/4/23 11:32 PM,2091 BLAISDELL AVE,44.961647,-93.279609,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383838.5752707,5615485.61084248
