OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,x,y
4021,271116578000,1/13/2017 12:00:00 AM,1121 FREMONT AVE N,-10385617,5619787,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385617,5619787
4022,271116579000,1/13/2017 12:00:00 AM,2431 5TH AVE S,-10382649,5615007,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615007
4023,271116581000,1/13/2017 12:00:00 AM,1085 26TH AVE SE,-10376812,5620038,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376812,5620038
4024,271116582000,1/13/2017 12:00:00 AM,1307 SPRUCE PL,-10383969,5616764,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616764
4025,271116545000,1/13/2017 12:00:00 AM,3701 28TH AVE S,-10378546,5611432,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378546,5611432
4026,271116571000,1/13/2017 12:00:00 AM,3321 FREMONT AVE S,-10385634,5612485,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385634,5612485
4027,271116542000,1/13/2017 12:00:00 AM,2617 OAKLAND AVE S,-10382362,5614472,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382362,5614472
4028,271116545000,1/13/2017 12:00:00 AM,3647 28TH AVE S,-10378546,5611588,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378546,5611588
4029,271116557000,1/13/2017 12:00:00 AM,523 22ND ST E,-10382620,5615362,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382620,5615362
4030,271116561000,1/13/2017 12:00:00 AM,2539 OAKLAND AVE S,-10382362,5614694,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382362,5614694
4031,271116561000,1/13/2017 12:00:00 AM,2801 XERXES AVE S,-10388171,5613962,478.1000(C),SNOW EMERGENCY ODD,7,Cedar-Isles-Dean,Calhoun-Isles,3,3,-10388171,5613962
4032,271116568000,1/13/2017 12:00:00 AM,3227 15TH AVE S,-10380953,5612745,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380953,5612745
4033,271116571000,1/13/2017 12:00:00 AM,3315 FREMONT AVE S,-10385634,5612499,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385634,5612499
4034,271116575000,1/13/2017 12:00:00 AM,1305 WASHBURN AVE N,-10388028,5620211,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10388028,5620211
4035,271116581000,1/13/2017 12:00:00 AM,1037 26TH AVE SE,-10376814,5619811,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376814,5619811
4036,271116535000,1/13/2017 12:00:00 AM,4345 13TH AVE S,-10381227,5609614,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10381227,5609614
4037,271116542000,1/13/2017 12:00:00 AM,3107 3RD ST N,-10384263,5623422,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623422
4038,271116554000,1/13/2017 12:00:00 AM,407 9TH ST SE,-10380046,5620044,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380046,5620044
4039,271116569000,1/13/2017 12:00:00 AM,3643 GIRARD AVE N,-10385765,5624852,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,3,1,-10385765,5624852
4040,271116573000,1/13/2017 12:00:00 AM,3553 CLINTON AVE S,-10382927,5611862,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382927,5611862
4041,271116574000,1/13/2017 12:00:00 AM,2003 EMERSON AVE S,-10385474,5615642,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385474,5615642
4042,271116581000,1/13/2017 12:00:00 AM,1035 26TH AVE SE,-10376814,5619801,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376814,5619801
4043,271116523000,1/13/2017 12:00:00 AM,3645 QUEEN AVE N,-10387178,5624873,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387178,5624873
4044,271116538000,1/13/2017 12:00:00 AM,2519 STEVENS AVE S,-10383354,5614748,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383354,5614748
4045,271116565000,1/13/2017 12:00:00 AM,705 SUMMER ST NE,-10380804,5621039,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony East,Northeast,3,2,-10380804,5621039
4046,271116568000,1/13/2017 12:00:00 AM,3139 15TH AVE S,-10380955,5612998,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380955,5612998
4047,271116571000,1/13/2017 12:00:00 AM,3301 FREMONT AVE S,-10385634,5612533,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385634,5612533
4048,271116578000,1/13/2017 12:00:00 AM,1205 FREMONT AVE N,-10385631,5620091,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385631,5620091
4049,271116581000,1/13/2017 12:00:00 AM,1011 26TH AVE SE,-10376815,5619682,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376815,5619682
4050,271116582000,1/13/2017 12:00:00 AM,313 OAK GROVE ST,-10384247,5616312,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10384247,5616312
4051,271116535000,1/13/2017 12:00:00 AM,4343 13TH AVE S,-10381227,5609619,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10381227,5609619
4052,271116542000,1/13/2017 12:00:00 AM,3111 3RD ST N,-10384263,5623429,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623429
4053,271116545000,1/13/2017 12:00:00 AM,3637 28TH AVE S,-10378546,5611615,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378546,5611615
4054,271116568000,1/13/2017 12:00:00 AM,3117 15TH AVE S,-10380955,5613058,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380955,5613058
4055,271116569000,1/13/2017 12:00:00 AM,339 GIRARD AVE N,-10385798,5618531,478.1000(C),SNOW EMERGENCY ODD,5,Harrison,Near North,3,3,-10385798,5618531
4056,271116574000,1/13/2017 12:00:00 AM,2105 EMERSON AVE S,-10385475,5615505,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385475,5615505
4057,271116575000,1/13/2017 12:00:00 AM,1517 WASHBURN AVE N,-10388051,5620646,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10388051,5620646
4058,271116578000,1/13/2017 12:00:00 AM,1203 FREMONT AVE N,-10385631,5620088,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385631,5620088
4059,271116535000,1/13/2017 12:00:00 AM,2441 40TH ST E,-10379059,5610582,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10379059,5610582
4060,271116557000,1/13/2017 12:00:00 AM,919 22ND ST E,-10381745,5615364,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381745,5615364
4061,271116560000,1/13/2017 12:00:00 AM,2229 ALDRICH AVE N,-10384948,5621807,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384948,5621807
4062,271116581000,1/13/2017 12:00:00 AM,951 26TH AVE SE,-10376818,5619526,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376818,5619526
4063,271116582000,1/13/2017 12:00:00 AM,333 OAK GROVE ST,-10384291,5616330,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10384291,5616330
4064,271116523000,1/13/2017 12:00:00 AM,3919 QUEEN AVE N,-10387190,5625657,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,3,1,-10387190,5625657
4065,271116542000,1/13/2017 12:00:00 AM,3113 3RD ST N,-10384263,5623433,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623433
4066,271116557000,1/13/2017 12:00:00 AM,923 22ND ST E,-10381739,5615364,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381739,5615364
4067,271116569000,1/13/2017 12:00:00 AM,3739 GIRARD AVE N,-10385768,5625126,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,3,1,-10385768,5625126
4068,271116571000,1/13/2017 12:00:00 AM,3245 FREMONT AVE S,-10385633,5612696,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385633,5612696
4069,271116579000,1/13/2017 12:00:00 AM,2817 5TH AVE S,-10382651,5613905,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382651,5613905
4070,271116580000,1/13/2017 12:00:00 AM,2607 3RD AVE S,-10383072,5614498,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383072,5614498
4071,271116582000,1/13/2017 12:00:00 AM,309 OAK GROVE ST,-10384238,5616309,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10384238,5616309
4072,271116542000,1/13/2017 12:00:00 AM,3117 3RD ST N,-10384263,5623439,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623439
4073,271116563000,1/13/2017 12:00:00 AM,4251 19TH AVE S,-10379956,5609880,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10379956,5609880
4074,271116569000,1/13/2017 12:00:00 AM,3739 GIRARD AVE N,-10385768,5625126,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,3,1,-10385768,5625126
4075,271116571000,1/13/2017 12:00:00 AM,3243 FREMONT AVE S,-10385632,5612701,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385632,5612701
4076,271116573000,1/13/2017 12:00:00 AM,3043 5TH AVE S,-10382654,5613279,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382654,5613279
4077,271116523000,1/13/2017 12:00:00 AM,3931 QUEEN AVE N,-10387190,5625690,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,3,1,-10387190,5625690
4078,271116557000,1/13/2017 12:00:00 AM,1001 22ND ST E,-10381612,5615365,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381612,5615365
4079,271116560000,1/13/2017 12:00:00 AM,2207 ALDRICH AVE N,-10384948,5621771,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384948,5621771
4080,271116563000,1/13/2017 12:00:00 AM,4239 19TH AVE S,-10379957,5609913,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10379957,5609913
4081,271116568000,1/13/2017 12:00:00 AM,3345 16TH AVE S,-10380668,5612429,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380668,5612429
4082,271116574000,1/13/2017 12:00:00 AM,2209 EMERSON AVE S,-10385475,5615352,478.1000(C),SNOW EMERGENCY ODD,7,East Isles,Calhoun-Isles,3,3,-10385475,5615352
4083,271116579000,1/13/2017 12:00:00 AM,2821 5TH AVE S,-10382651,5613894,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382651,5613894
4084,271116580000,1/13/2017 12:00:00 AM,2623 3RD AVE S,-10383072,5614455,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383072,5614455
4085,271116581000,1/13/2017 12:00:00 AM,1005 25TH AVE SE,-10376957,5619650,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376957,5619650
4086,271116523000,1/13/2017 12:00:00 AM,3933 QUEEN AVE N,-10387190,5625695,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,3,1,-10387190,5625695
4087,271116557000,1/13/2017 12:00:00 AM,1005 22ND ST E,-10381606,5615365,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381606,5615365
4088,271116569000,1/13/2017 12:00:00 AM,819 SUMMER ST NE,-10380559,5621039,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony East,Northeast,3,2,-10380559,5621039
4089,271116573000,1/13/2017 12:00:00 AM,3105 5TH AVE S,-10382652,5613110,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382652,5613110
4090,271116579000,1/13/2017 12:00:00 AM,1115 MAIN ST NE,-10382478,5621349,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382478,5621349
4091,271116580000,1/13/2017 12:00:00 AM,2627 3RD AVE S,-10383072,5614444,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383072,5614444
4092,271116581000,1/13/2017 12:00:00 AM,1015 25TH AVE SE,-10376956,5619700,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376956,5619700
4093,271116535000,1/13/2017 12:00:00 AM,2083 40TH ST E,-10379708,5610583,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10379708,5610583
4094,271116538000,1/13/2017 12:00:00 AM,2103 STEVENS AVE S,-10383351,5615505,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383351,5615505
4095,271116542000,1/13/2017 12:00:00 AM,3119 3RD ST N,-10384263,5623443,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623443
4096,271116557000,1/13/2017 12:00:00 AM,1007 22ND ST E,-10381603,5615365,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381603,5615365
4097,271116559000,1/13/2017 12:00:00 AM,825 6TH AVE SE,-10379831,5619808,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10379831,5619808
4098,271116559000,1/13/2017 12:00:00 AM,701 61ST ST W,-10384825,5604589,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384825,5604589
4099,271116563000,1/13/2017 12:00:00 AM,4225 19TH AVE S,-10379957,5609951,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10379957,5609951
4100,271116565000,1/13/2017 12:00:00 AM,843 SUMMER ST NE,-10380493,5621040,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony East,Northeast,3,2,-10380493,5621040
4101,271116569000,1/13/2017 12:00:00 AM,3753 GIRARD AVE N,-10385768,5625165,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,3,1,-10385768,5625165
4102,271116571000,1/13/2017 12:00:00 AM,3117 FREMONT AVE S,-10385630,5613065,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385630,5613065
4103,271116573000,1/13/2017 12:00:00 AM,3131 5TH AVE S,-10382652,5613044,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382652,5613044
4104,271116574000,1/13/2017 12:00:00 AM,2213 EMERSON AVE S,-10385475,5615347,478.1000(C),SNOW EMERGENCY ODD,7,East Isles,Calhoun-Isles,3,3,-10385475,5615347
4105,271116412000,1/13/2017 12:00:00 AM,5555 11TH AVE S,-10381528,5606173,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,6,-10381528,5606173
4106,271116535000,1/13/2017 12:00:00 AM,3919 13TH AVE S,-10381225,5610817,478.1000(C),SNOW EMERGENCY ODD,8,Bancroft,Powderhorn,3,6,-10381225,5610817
4107,271116559000,1/13/2017 12:00:00 AM,703 61ST ST W,-10384828,5604589,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384828,5604589
4108,271116575000,1/13/2017 12:00:00 AM,727 UPTON AVE N,-10387747,5619243,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387747,5619243
4109,271116579000,1/13/2017 12:00:00 AM,1119 MAIN ST NE,-10382481,5621356,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382481,5621356
4110,271116581000,1/13/2017 12:00:00 AM,1081 25TH AVE SE,-10376953,5620018,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376953,5620018
4111,271116523000,1/13/2017 12:00:00 AM,4233 QUEEN AVE N,-10387202,5626563,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,3,1,-10387202,5626563
4112,271116535000,1/13/2017 12:00:00 AM,3915 13TH AVE S,-10381225,5610828,478.1000(C),SNOW EMERGENCY ODD,8,Bancroft,Powderhorn,3,6,-10381225,5610828
4113,271116545000,1/13/2017 12:00:00 AM,4205 29TH AVE S,-10378405,5610000,478.1000(C),SNOW EMERGENCY ODD,12,Ericsson,Nokomis,3,6,-10378405,5610000
4114,271116559000,1/13/2017 12:00:00 AM,715 6TH AVE SE,-10379927,5619639,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10379927,5619639
4115,271116559000,1/13/2017 12:00:00 AM,705 61ST ST W,-10384830,5604589,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384830,5604589
4116,271116538000,1/13/2017 12:00:00 AM,2015 STEVENS AVE S,-10383350,5615623,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383350,5615623
4117,271116554000,1/13/2017 12:00:00 AM,705 6TH AVE SE,-10379935,5619625,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10379935,5619625
4118,271116557000,1/13/2017 12:00:00 AM,1107 22ND ST E,-10381447,5615365,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381447,5615365
4119,271116559000,1/13/2017 12:00:00 AM,707 61ST ST W,-10384832,5604589,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384832,5604589
4120,271116573000,1/13/2017 12:00:00 AM,3439 5TH AVE S,-10382643,5612185,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382643,5612185
4121,271116579000,1/13/2017 12:00:00 AM,1207 MAIN ST NE,-10382503,5621507,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382503,5621507
4122,271116580000,1/13/2017 12:00:00 AM,2633 3RD AVE S,-10383072,5614428,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383072,5614428
4123,271116559000,1/13/2017 12:00:00 AM,711 61ST ST W,-10384837,5604589,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384837,5604589
4124,271116560000,1/13/2017 12:00:00 AM,2039 ALDRICH AVE N,-10384948,5621504,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384948,5621504
4125,271116573000,1/13/2017 12:00:00 AM,3451 5TH AVE S,-10382643,5612153,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382643,5612153
4126,271116575000,1/13/2017 12:00:00 AM,817 UPTON AVE N,-10387747,5619366,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387747,5619366
4127,271116535000,1/13/2017 12:00:00 AM,3525 13TH AVE S,-10381229,5611936,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10381229,5611936
4128,271116538000,1/13/2017 12:00:00 AM,2013 STEVENS AVE S,-10383350,5615626,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383350,5615626
4129,271116554000,1/13/2017 12:00:00 AM,427 6TH AVE SE,-10380177,5619193,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380177,5619193
4130,271116557000,1/13/2017 12:00:00 AM,1205 22ND ST E,-10381354,5615367,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381354,5615367
4131,271116559000,1/13/2017 12:00:00 AM,425 6TH AVE SE,-10380179,5619190,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380179,5619190
4132,271116559000,1/13/2017 12:00:00 AM,713 61ST ST W,-10384840,5604590,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384840,5604590
4133,271116568000,1/13/2017 12:00:00 AM,4729 16TH AVE S,-10380662,5608521,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10380662,5608521
4134,271116569000,1/13/2017 12:00:00 AM,4355 GIRARD AVE N,-10385786,5626953,478.1000(C),SNOW EMERGENCY ODD,4,Webber-Camden,Camden,3,1,-10385786,5626953
4135,271116573000,1/13/2017 12:00:00 AM,3447 5TH AVE S,-10382643,5612164,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382643,5612164
4136,271116580000,1/13/2017 12:00:00 AM,2731 3RD AVE S,-10383087,5614138,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383087,5614138
4137,271116559000,1/13/2017 12:00:00 AM,715 61ST ST W,-10384842,5604590,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10384842,5604590
4138,271116573000,1/13/2017 12:00:00 AM,3445 5TH AVE S,-10382643,5612169,478.1000(C),SNOW EMERGENCY ODD,9,Central,Powderhorn,3,5,-10382643,5612169
4139,271116575000,1/13/2017 12:00:00 AM,1027 UPTON AVE N,-10387745,5619667,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387745,5619667
4140,271116579000,1/13/2017 12:00:00 AM,1235 MAIN ST NE,-10382504,5621553,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382504,5621553
4141,271116538000,1/13/2017 12:00:00 AM,2007 STEVENS AVE S,-10383350,5615634,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383350,5615634
4142,271116578000,1/13/2017 12:00:00 AM,1827 BRYANT AVE N,-10385118,5621189,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385118,5621189
4143,271116581000,1/13/2017 12:00:00 AM,817 WEEKS AVE SE,-10376607,5619198,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376607,5619198
4144,271116582000,1/13/2017 12:00:00 AM,241 CLIFTON AVE,-10384239,5616066,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10384239,5616066
4145,271116557000,1/13/2017 12:00:00 AM,1213 22ND ST E,-10381344,5615367,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381344,5615367
4146,271116557000,1/13/2017 12:00:00 AM,1217 22ND ST E,-10381339,5615367,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381339,5615367
4147,271116568000,1/13/2017 12:00:00 AM,4341 17TH AVE S,-10380521,5609625,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10380521,5609625
4148,271116578000,1/13/2017 12:00:00 AM,1823 BRYANT AVE N,-10385118,5621179,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385118,5621179
4149,271116579000,1/13/2017 12:00:00 AM,1311 MAIN ST NE,-10382504,5621684,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382504,5621684
4150,271116580000,1/13/2017 12:00:00 AM,2737 2ND AVE S,-10383217,5614156,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383217,5614156
4151,271116581000,1/13/2017 12:00:00 AM,813 WEEKS AVE SE,-10376597,5619190,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376597,5619190
4152,271116582000,1/13/2017 12:00:00 AM,213 CLIFTON AVE,-10384292,5616045,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10384292,5616045
4153,271116523000,1/13/2017 12:00:00 AM,3649 RUSSELL AVE N,-10387320,5624884,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387320,5624884
4154,271116559000,1/13/2017 12:00:00 AM,901 61ST ST W,-10385079,5604593,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10385079,5604593
4155,271116560000,1/13/2017 12:00:00 AM,2037 ALDRICH AVE N,-10384948,5621503,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384948,5621503
4156,271116561000,1/13/2017 12:00:00 AM,2901 11TH AVE S,-10381521,5613659,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381521,5613659
4157,271116573000,1/13/2017 12:00:00 AM,3617 5TH AVE S,-10382638,5611678,478.1000(C),SNOW EMERGENCY ODD,8,Central,Powderhorn,3,5,-10382638,5611678
4158,271116580000,1/13/2017 12:00:00 AM,2733 2ND AVE S,-10383217,5614164,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383217,5614164
4159,271116542000,1/13/2017 12:00:00 AM,2943 11TH AVE S,-10381522,5613549,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381522,5613549
4160,271116557000,1/13/2017 12:00:00 AM,1409 22ND ST E,-10381066,5615366,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381066,5615366
4161,271116559000,1/13/2017 12:00:00 AM,315 6TH AVE SE,-10380272,5619022,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380272,5619022
4162,271116560000,1/13/2017 12:00:00 AM,2035 ALDRICH AVE N,-10384948,5621501,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384948,5621501
4163,271116561000,1/13/2017 12:00:00 AM,2903 11TH AVE S,-10381521,5613654,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381521,5613654
4164,271116568000,1/13/2017 12:00:00 AM,4139 17TH AVE S,-10380521,5610188,478.1000(C),SNOW EMERGENCY ODD,8,Bancroft,Powderhorn,3,6,-10380521,5610188
4165,271116575000,1/13/2017 12:00:00 AM,1803 UPTON AVE N,-10387742,5621196,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387742,5621196
4166,271116578000,1/13/2017 12:00:00 AM,1817 BRYANT AVE N,-10385118,5621163,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385118,5621163
4167,271116523000,1/13/2017 12:00:00 AM,3541 RUSSELL AVE N,-10387318,5624577,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387318,5624577
4168,271116559000,1/13/2017 12:00:00 AM,925 62ND ST W,-10385127,5604333,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10385127,5604333
